"color","image","lighting","model","year_3","year_s","year_x","year_y"
"Black/Dark gray","IMG_2011.jpeg",2.305,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2012.jpeg",1.691,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2013.jpeg",2.506,"Medium","Other car","","","",""
"White","IMG_2014.jpeg",1.95,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2015.jpeg",6.43,"Medium","Other car","","","",""
"White","IMG_2016.jpeg",2.989,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2022.jpeg",1.734,"Medium","Other car","","","",""
"White","IMG_2023.jpeg",2.033,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2024.jpeg",2.228,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2025.jpeg",2.345,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2026.jpeg",3.053,"Medium","Other car","","","",""
"White","IMG_2027.jpeg",2.293,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2028.jpeg",4.125,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2029.jpeg",3.207,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2030.jpeg",3.023,"Medium","Other car","","","",""
"White","IMG_2031.jpeg",2.358,"Medium","Other car","","","",""
"White","IMG_2037.jpeg",3.25,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2040.jpeg",3.763,"Medium","Other car","","","",""
"Red","IMG_2041.jpeg",5.379,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2042.jpeg",3.127,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2048.jpeg",3.766,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2049.jpeg",2.519,"Medium","Other car","","","",""
"White","IMG_2050.jpeg",3.677,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2051.jpeg",5.444,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2052.jpeg",4.342,"Medium","Other car","","","",""
"White","IMG_2053.jpeg",3.374,"Medium","Other car","","","",""
"White","IMG_2054.jpeg",2.85,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2055.jpeg",3.149,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2056.jpeg",3.721,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2057.jpeg",2.664,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2061.jpeg",3.306,"Medium","Other car","","","",""
"White","IMG_2065.jpeg",4.292,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2066.jpeg",8.166,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2067.jpeg",4.799,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2068.jpeg",3.351,"Medium","Other car","","","",""
"White","IMG_2069.jpeg",3.245,"Medium","Other car","","","",""
"Yellow","IMG_2070.jpeg",4.952,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2072.jpeg",3.067,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2073.jpeg",3.814,"Medium","Other car","","","",""
"Blue","IMG_2074.jpeg",5.111,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2075.jpeg",3.512,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2076.jpeg",4.306,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2077.jpeg",5.545,"Medium","Other car","","","",""
"Blue","IMG_2078.jpeg",2.899,"Medium","Other car","","","",""
"White","IMG_2079.jpeg",1.894,"Medium","Other car","","","",""
"White","IMG_2080.jpeg",2.602,"Medium","Other car","","","",""
"White","IMG_2081.jpeg",1.646,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2082.jpeg",1.484,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2083.jpeg",2.088,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2084.jpeg",1.845,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2085.jpeg",2.994,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2086.jpeg",2.958,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2087.jpeg",2.63,"Medium","Other car","","","",""
"Blue","IMG_2088.jpeg",3.56,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2089.jpeg",2.335,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2090.jpeg",2.59,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2091.jpeg",2.565,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2092.jpeg",4.985,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2093.jpeg",3.103,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2094.jpeg",2.691,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2095.jpeg",2.853,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2096.jpeg",3.004,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2097.jpeg",2.68,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2098.jpeg",2.003,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2099.jpeg",30.635,"Medium","Other car","","","",""
"Blue","IMG_2100.jpeg",4.318,"Medium","Other car","","","",""
"Blue","IMG_2101.jpeg",3.932,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2102.jpeg",4.303,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2103.jpeg",3.064,"Medium","Other car","","","",""
"White","IMG_2110.jpeg",3.858,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2114.jpeg",2.774,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2115.jpeg",4.196,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2116.jpeg",2.582,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2117.jpeg",2.694,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2118.jpeg",3.328,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2119.jpeg",3.26,"Medium","Other car","","","",""
"Red","IMG_2120.jpeg",3.415,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2121.jpeg",2.732,"Medium","Other car","","","",""
"Red","IMG_2122.jpeg",4.292,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2123.jpeg",4.7059999999999995,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2124.jpeg",2.448,"Dark","Other car","","","",""
"Red","IMG_2125.jpeg",3.81,"Medium","Other car","","","",""
"White","IMG_2126.jpeg",3.927,"Medium","Other car","","","",""
"Red","IMG_2127.jpeg",5.229,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2128.jpeg",3.119,"Medium","Other car","","","",""
"White","IMG_2130.jpeg",2.015,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2131.jpeg",2.464,"Medium","Other car","","","",""
"White","IMG_2132.jpeg",3.099,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2133.jpeg",2.736,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2134.jpeg",5.65,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2135.jpeg",3.988,"Medium","Other car","","","",""
"White","IMG_2136.jpeg",4.98,"Medium","Other car","","","",""
"Red","IMG_2137.jpeg",2.863,"Medium","Other car","","","",""
"White","IMG_2138.jpeg",4.195,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2139.jpeg",6.625,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2140.jpeg",6.046,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2141.jpeg",2.971,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2142.jpeg",3.955,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2143.jpeg",3.306,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2144.jpeg",5.792,"Medium","Other car","","","",""
"Red","IMG_2145.jpeg",3.117,"Medium","Other car","","","",""
"White","IMG_2146.jpeg",1.591,"Medium","Other car","","","",""
"White","IMG_2147.jpeg",2.213,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2148.jpeg",2.257,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2149.jpeg",2.828,"Medium","Other car","","","",""
"Red","IMG_2150.jpeg",4.442,"Medium","Other car","","","",""
"White","IMG_2161.jpeg",1.785,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2162.jpeg",3.739,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2163.jpeg",3.392,"Medium","Other car","","","",""
"Blue","IMG_2164.jpeg",3.053,"Medium","Other car","","","",""
"White","IMG_2165.jpeg",3.075,"Medium","Other car","","","",""
"Blue","IMG_2167.jpeg",5.142,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2168.jpeg",3.076,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2171.jpeg",4.698,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2173.jpeg",5.311,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2177.jpeg",3.821,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2178.jpeg",3.457,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2179.jpeg",3.643,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2180.jpeg",2.916,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2181.jpeg",2.504,"Medium","Other car","","","",""
"White","IMG_2182.jpeg",3.609,"Medium","Other car","","","",""
"Blue","IMG_2183.jpeg",3.73,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2184.jpeg",9.919,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2185.jpeg",3.974,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2186.jpeg",7.827,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2187.jpeg",3.115,"Medium","Other car","","","",""
"White","IMG_2188.jpeg",4.157,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2189.jpeg",1.914,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2190.jpeg",2.203,"Medium","Other car","","","",""
"Red","IMG_2191.jpeg",4.18,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2192.jpeg",3.942,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2193.jpeg",3.017,"Medium","Other car","","","",""
"White","IMG_2194.jpeg",2.307,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2195.jpeg",2.659,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2196.jpeg",3.164,"Medium","Other car","","","",""
"Blue","IMG_2197.jpeg",5.339,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2198.jpeg",3.19,"Medium","Other car","","","",""
"White","IMG_2199.jpeg",3.738,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2200.jpeg",4.961,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2201.jpeg",4.059,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2202.jpeg",2.864,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2203.jpeg",2.451,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2204.jpeg",3.379,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2205.jpeg",3.869,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2206.jpeg",3.385,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2207.jpeg",2.787,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2208.jpeg",7.61,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2209.jpeg",3.291,"Medium","Other car","","","",""
"Red","IMG_2213.jpeg",6.121,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2214.jpeg",2.75,"Medium","Other car","","","",""
"White","IMG_2215.jpeg",2.277,"Medium","Other car","","","",""
"Blue","IMG_2220.jpeg",4.4190000000000005,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2221.jpeg",3.889,"Medium","Other car","","","",""
"White","IMG_2224.jpeg",3.207,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2225.jpeg",4.673,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2226.jpeg",5.221,"Medium","Other car","","","",""
"Red","IMG_2227.jpeg",5.718,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2228.jpeg",2.252,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2229.jpeg",3.077,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2230.jpeg",3.789,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2231.jpeg",2.975,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2232.jpeg",5.031,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2233.jpeg",2.409,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2234.jpeg",2.226,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2235.jpeg",2.51,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2236.jpeg",3.279,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2237.jpeg",2.408,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2238.jpeg",6.228,"Medium","Other car","","","",""
"White","IMG_2239.jpeg",6.612,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2240.jpeg",7.467,"Medium","Other car","","","",""
"Black/Dark gray","IMG_3872.jpeg",32.134,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3873.jpeg",14.021,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3874.jpeg",17.192,"Light","Y","","","","2020–2024"
"White","IMG_3875.jpeg",20.854,"Light","3","2024–nå","","",""
"White","IMG_3876.jpeg",12.727,"Light","3","2024–nå","","",""
"White","IMG_3877.jpeg",11.061,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3878.jpeg",157.07,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3879.jpeg",10.869,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3880.jpeg",19.775,"Light","3","2017–2023","","",""
"Blue","IMG_3881.jpeg",18.916,"Light","3","2017–2023","","",""
"Blue","IMG_3882.jpeg",13.773,"Light","3","2017–2023","","",""
"Blue","IMG_3883.jpeg",13.098,"Light","3","2017–2023","","",""
"White","IMG_3884.jpeg",18.769,"Light","Y","","","","2020–2024"
"White","IMG_3885.jpeg",9.528,"Light","Y","","","","2020–2024"
"White","IMG_3886.jpeg",9.898,"Light","Y","","","","2020–2024"
"White","IMG_3887.jpeg",9.03,"Light","Y","","","","2025-nå"
"White","IMG_3888.jpeg",10.377,"Light","Y","","","","2025-nå"
"White","IMG_3889.jpeg",7.35,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3890.jpeg",17.81,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3891.jpeg",10.308,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3892.jpeg",19.58,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3893.jpeg",45.062,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3894.jpeg",6.991,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3895.jpeg",8.325,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3896.jpeg",14.189,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3897.jpeg",10.041,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3898.jpeg",7.059,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3899.jpeg",9.729,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3900.jpeg",7.882,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3901.jpeg",7.175,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3902.jpeg",93.14,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3903.jpeg",9.464,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3904.jpeg",8.373,"Light","3","2017–2023","","",""
"Red","IMG_3905.jpeg",42.192,"Light","Y","","","","2020–2024"
"Red","IMG_3906.jpeg",14.249,"Light","Y","","","","2020–2024"
"Red","IMG_3907.jpeg",8.657,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3908.jpeg",18.223,"Light","X","","","2016–2020",""
"Black/Dark gray","IMG_3909.jpeg",17.287,"Light","X","","","2016–2020",""
"Black/Dark gray","IMG_3910.jpeg",7.975,"Light","X","","","2016–2020",""
"Black/Dark gray","IMG_3911.jpeg",40.249,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3912.jpeg",22.907,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3913.jpeg",76.515,"Light","Y","","","","2020–2024"
"White","IMG_3914.jpeg",13.071,"Light","Y","","","","2020–2024"
"White","IMG_3915.jpeg",7.187,"Light","Y","","","","2020–2024"
"White","IMG_3916.jpeg",5.7,"Light","Y","","","","2020–2024"
"White","IMG_3917.jpeg",20.439999999999998,"Light","3","2017–2023","","",""
"White","IMG_3918.jpeg",14.787,"Light","3","2017–2023","","",""
"White","IMG_3919.jpeg",15.725999999999999,"Light","3","2017–2023","","",""
"Blue","IMG_3920.jpeg",45.829,"Light","3","2017–2023","","",""
"Blue","IMG_3921.jpeg",8.83,"Light","3","2017–2023","","",""
"Blue","IMG_3922.jpeg",12.127,"Light","3","2017–2023","","",""
"Light gray/Silver","IMG_3923.jpeg",25.108,"Light","Y","","","","2020–2024"
"Light gray/Silver","IMG_3924.jpeg",34.015,"Light","Y","","","","2020–2024"
"Light gray/Silver","IMG_3925.jpeg",8.594,"Light","Y","","","","2020–2024"
"Red","IMG_3926.jpeg",12.987,"Light","Y","","","","2025-nå"
"Red","IMG_3927.jpeg",7.157,"Light","Y","","","","2025-nå"
"Red","IMG_3928.jpeg",6.698,"Light","Y","","","","2025-nå"
"Red","IMG_3929.jpeg",7.986,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3930.jpeg",6.57,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3931.jpeg",9.66,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3932.jpeg",7.674,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3933.jpeg",7.321,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3934.jpeg",13.094,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_3935.jpeg",34.624,"Light","3","2017–2023","","",""
"Blue","IMG_3936.jpeg",9.246,"Light","3","2024–nå","","",""
"Blue","IMG_3937.jpeg",9.407,"Light","3","2024–nå","","",""
"Blue","IMG_3938.jpeg",11.119,"Light","3","2024–nå","","",""
"Light gray/Silver","IMG_3939.jpeg",13.137,"Light","Y","","","","2020–2024"
"Light gray/Silver","IMG_3940.jpeg",7.275,"Light","Y","","","","2020–2024"
"Light gray/Silver","IMG_3941.jpeg",7.269,"Light","Y","","","","2020–2024"
"Blue","IMG_3942.jpeg",26.769,"Light","Y","","","","2020–2024"
"Blue","IMG_3943.jpeg",8.637,"Light","Y","","","","2020–2024"
"Blue","IMG_3944.jpeg",11.319,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3945.jpeg",10.759,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3946.jpeg",34.054,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3947.jpeg",9.464,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3948.jpeg",28.264,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3949.jpeg",8.177,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3950.jpeg",7.403,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3951.jpeg",10.728,"Light","Y","","","","2020–2024"
"White","IMG_3952.jpeg",6.744,"Light","3","2024–nå","","",""
"White","IMG_3953.jpeg",7.354,"Light","3","2024–nå","","",""
"White","IMG_3954.jpeg",9.033,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3955.jpeg",7.387,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3956.jpeg",6.528,"Light","Y","","","","2025-nå"
"Black/Dark gray","IMG_3957.jpeg",8.138,"Light","Y","","","","2025-nå"
"White","IMG_3958.jpeg",7.897,"Light","Y","","","","2020–2024"
"White","IMG_3959.jpeg",8.383,"Light","3","2017–2023","","",""
"White","IMG_3960.jpeg",6.533,"Light","Y","","","","2020–2024"
"Red","IMG_3961.jpeg",8.009,"Light","Y","","","","2020–2024"
"Red","IMG_3962.jpeg",8.954,"Light","Y","","","","2020–2024"
"Red","IMG_3963.jpeg",15.253,"Light","Y","","","","2020–2024"
"Red","IMG_3964.jpeg",7.996,"Light","3","2024–nå","","",""
"Red","IMG_3965.jpeg",5.718,"Light","3","2024–nå","","",""
"Red","IMG_3966.jpeg",5.967,"Light","3","2024–nå","","",""
"Blue","IMG_3967.jpeg",8.094,"Light","3","2024–nå","","",""
"Blue","IMG_3968.jpeg",6.912,"Light","3","2024–nå","","",""
"Blue","IMG_3969.jpeg",6.338,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3970.jpeg",25.39,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3971.jpeg",21.988,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3972.jpeg",8.232,"Light","Y","","","","2020–2024"
"Blue","IMG_3973.jpeg",9.862,"Light","Y","","","","2020–2024"
"Blue","IMG_3974.jpeg",6.999,"Light","Y","","","","2020–2024"
"Blue","IMG_3975.jpeg",12.618,"Light","Y","","","","2020–2024"
"Blue","IMG_3976.jpeg",18.998,"Light","X","","","2016–2020",""
"Blue","IMG_3977.jpeg",7.844,"Light","X","","","2016–2020",""
"Blue","IMG_3978.jpeg",7.408,"Light","X","","","2016–2020",""
"Blue","IMG_3979.jpeg",19.181,"Light","Y","","","","2020–2024"
"Blue","IMG_3980.jpeg",30.826999999999998,"Light","Y","","","","2020–2024"
"Blue","IMG_3981.jpeg",14.446,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_3982.jpeg",8.195,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3983.jpeg",7.144,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3984.jpeg",6.86,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3985.jpeg",6.714,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3986.jpeg",10.714,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3987.jpeg",9.213,"Light","3","2024–nå","","",""
"Black/Dark gray","IMG_3988.jpeg",8.807,"Light","3","2024–nå","","",""
"Light gray/Silver","IMG_3989.jpeg",7.37,"Light","Y","","","","2025-nå"
